	 qseqid    	 sseqid       	 bitscore 	 qcovs 	 scov 	 bitscore 	 qcovs 	 scov 	
	 NP_414884 	 WP_038496215 	      135 	    84 	   86 	      135 	    86 	   83 	
	 NP_418631 	 WP_038490884 	      135 	    96 	  102 	      135 	    97 	   99 	
	 NP_417226 	 WP_038490897 	      135 	    97 	   39 	      132 	    39 	   97 	
	 NP_417389 	 WP_003515412 	      134 	    99 	   99 	      134 	    99 	  105 	
	 NP_418747 	 WP_003514111 	      134 	    95 	  100 	      134 	   100 	   98 	
	 NP_417728 	 WP_003511827 	      134 	    88 	   74 	      134 	    69 	   95 	
	 NP_418571 	 WP_003516849 	      134 	   100 	   99 	      134 	    99 	  100 	
	 NP_418666 	 WP_003512724 	      134 	    96 	   98 	      142 	    95 	   99 	
	 NP_416582 	 WP_004431573 	      134 	    63 	   77 	      135 	    70 	   58 	
	 NP_417740 	 WP_038489203 	      134 	    96 	   95 	      134 	    93 	  100 	
	 NP_417399 	 WP_019565366 	      133 	    71 	   74 	      178 	    93 	   88 	
	 NP_415787 	 WP_019565381 	      133 	    94 	   96 	      123 	    95 	   94 	
	 NP_414543 	 WP_004432098 	      133 	    55 	  111 	      157 	    97 	   58 	
	 NP_416469 	 WP_038493352 	      133 	    95 	   93 	      133 	    94 	   94 	
	 NP_417565 	 WP_038493956 	      132 	    83 	   92 	      132 	    90 	   84 	
	 NP_416039 	 WP_038490719 	      132 	    71 	   55 	      132 	    53 	   73 	
	 NP_414894 	 WP_038496676 	      132 	    98 	   93 	      132 	    93 	  100 	
	 NP_417338 	 WP_038496676 	      132 	    98 	   93 	      132 	    93 	  100 	
	 NP_418692 	 WP_038496676 	      132 	    98 	   93 	      132 	    93 	  100 	
	 NP_417180 	 WP_038490894 	      132 	    93 	   92 	      132 	    92 	   94 	
	 NP_415163 	 WP_038491058 	      132 	    76 	   72 	      132 	    72 	   82 	
	 NP_415921 	 WP_038496676 	      132 	    98 	   93 	      132 	    93 	  100 	
	 NP_417516 	 WP_038496676 	      132 	    98 	   93 	      132 	    93 	  100 	
	 YP_026163 	 WP_038496676 	      132 	    98 	   93 	      132 	    93 	  100 	
	 NP_415331 	 WP_004431026 	      132 	    92 	   90 	      132 	    90 	   91 	
	 NP_414694 	 WP_004431662 	      132 	    89 	   87 	      138 	    95 	   97 	
	 NP_418442 	 WP_038490001 	      132 	    96 	   91 	      132 	    87 	   95 	
	 NP_417622 	 WP_004431989 	      132 	    94 	   88 	      132 	    88 	   95 	
	 NP_415025 	 WP_013761809 	      131 	    95 	   86 	      131 	    86 	   97 	
	 NP_414667 	 WP_003511330 	      130 	    84 	   89 	      130 	    89 	   90 	
	 NP_415627 	 WP_038491510 	      130 	    84 	   88 	      130 	    83 	   85 	
	 NP_415038 	 WP_019565157 	      130 	    90 	   87 	      136 	    87 	   90 	
	 NP_418318 	 WP_038494689 	      130 	    96 	  101 	      140 	    99 	  100 	
	 NP_414620 	 WP_003513099 	      130 	    97 	   87 	      130 	    87 	  101 	
	 NP_417084 	 WP_038491758 	      130 	    92 	   89 	      130 	    89 	   97 	
	 NP_416796 	 WP_019564617 	      130 	    86 	   83 	      129 	    82 	   87 	
	 NP_418231 	 WP_038493575 	      129 	    85 	   82 	      125 	    78 	   81 	
	 YP_026261 	 WP_038491297 	      129 	    71 	   71 	      129 	    89 	   89 	
	 NP_417933 	 WP_003517694 	      129 	    75 	   76 	      129 	    75 	   80 	
	 NP_417090 	 WP_025592029 	      129 	    70 	   95 	      129 	    94 	   72 	
	 NP_418542 	 WP_013761428 	      129 	    87 	   89 	      129 	    89 	   87 	
	 NP_416495 	 WP_003516086 	      128 	    95 	   99 	      154 	    93 	   94 	
	 NP_418359 	 WP_038490916 	      128 	    97 	   92 	      128 	    91 	  100 	
	 YP_025306 	 WP_038492391 	      128 	    84 	   87 	      129 	    91 	   89 	
	 NP_415388 	 WP_038491639 	      128 	    79 	   86 	      128 	    81 	   80 	
	 NP_417765 	 WP_003516131 	      127 	    99 	   99 	      127 	    99 	  100 	
	 NP_417714 	 WP_003515050 	      127 	    92 	   90 	      127 	    91 	   95 	
	 NP_417975 	 WP_038492550 	      127 	    53 	   71 	      127 	    71 	   64 	
	 NP_416316 	 WP_013635586 	      127 	    54 	   48 	      127 	    48 	   54 	
	 NP_417265 	 WP_038490047 	      127 	    96 	  102 	      127 	    99 	   98 	
	 NP_417062 	 WP_003512245 	      127 	    96 	   92 	      117 	    86 	   91 	
	 NP_415149 	 WP_038492547 	      126 	    94 	   95 	      118 	    91 	   95 	
	 NP_416029 	 WP_038494970 	      126 	    94 	   97 	      126 	    96 	   97 	
	 NP_416527 	 WP_038489277 	      126 	    99 	   98 	      126 	    99 	  108 	
	 NP_414947 	 WP_003512508 	      126 	    99 	   92 	      126 	    92 	   98 	
	 NP_415329 	 WP_051489767 	      126 	    26 	   26 	      112 	    34 	   32 	
	 NP_415544 	 WP_038491212 	      125 	    36 	   47 	      126 	    46 	   37 	
	 NP_416705 	 WP_038492420 	      125 	    93 	   93 	      110 	    92 	   96 	
	 NP_418254 	 WP_038492432 	      125 	    99 	   94 	      146 	    93 	  102 	
	 NP_417775 	 WP_003507772 	      125 	   100 	  100 	      110 	    90 	   90 	
	 NP_417146 	 WP_038492489 	      124 	    93 	  110 	      109 	    92 	   90 	
	 NP_415918 	 WP_038491019 	      124 	    89 	   99 	      124 	    99 	   89 	
	 YP_025309 	 WP_038492289 	      124 	    98 	  101 	      124 	    97 	  100 	
	 NP_414847 	 WP_038491576 	      124 	    96 	   94 	      124 	    94 	   96 	
	 NP_414684 	 WP_038490813 	      124 	    94 	   85 	      124 	    85 	   96 	
	 NP_417738 	 WP_038491019 	      124 	    79 	   83 	      124 	    79 	   79 	
	 NP_416140 	 WP_038489391 	      124 	    93 	   96 	      124 	    93 	   94 	
	 NP_417498 	 WP_038494585 	      123 	    98 	  103 	      111 	    97 	  102 	
	 NP_417498 	 WP_038492093 	      123 	    69 	   69 	      110 	    68 	   71 	
	 NP_417343 	 WP_038491884 	      123 	    97 	   58 	      123 	    56 	   97 	
	 NP_418512 	 WP_003516397 	      123 	    95 	   94 	      123 	    91 	   95 	
	 NP_416497 	 WP_038491048 	      123 	    99 	  104 	      130 	    95 	  100 	
	 NP_417640 	 WP_003516677 	      122 	    89 	  102 	      122 	    95 	   93 	
	 NP_415647 	 WP_038495461 	      122 	    55 	   59 	      122 	    57 	   55 	
	 NP_415483 	 WP_003514504 	      122 	    79 	   95 	      122 	    95 	   79 	
	 NP_415048 	 WP_035199372 	      122 	    96 	   95 	      114 	    94 	  100 	
	 NP_415769 	 WP_003511527 	      122 	    92 	   94 	      122 	    92 	   92 	
	 NP_415722 	 WP_003513491 	      122 	    96 	   78 	      124 	    77 	   95 	
	 NP_415637 	 WP_038492318 	      122 	    87 	   87 	      150 	    95 	   99 	
	 YP_026170 	 WP_003516011 	      122 	    59 	  104 	      124 	    91 	   60 	
	 NP_416528 	 WP_038489274 	      122 	   100 	  100 	      122 	    98 	  101 	
	 NP_416058 	 WP_025595124 	      121 	    90 	   83 	      121 	    82 	   90 	
	 NP_417928 	 WP_003511348 	      120 	    85 	  100 	      120 	    90 	   96 	
	 NP_416377 	 WP_003511398 	      120 	    73 	   75 	      121 	    75 	   73 	
	 NP_415435 	 WP_013635567 	      120 	    93 	   93 	      122 	    89 	   99 	
	 NP_415446 	 WP_019564917 	      120 	    89 	   25 	      120 	    23 	   80 	
	 NP_414975 	 WP_013636263 	      120 	    60 	   60 	      132 	    67 	   73 	
	 NP_418301 	 WP_003514838 	      120 	    87 	   90 	      120 	    89 	   93 	
	 NP_415273 	 WP_038490267 	      119 	    82 	   89 	     95.9 	    85 	   92 	
	 NP_416422 	 WP_003512433 	      119 	    99 	   97 	      119 	    97 	  104 	
	 NP_414881 	 WP_051489737 	      119 	    59 	  104 	      119 	    97 	   62 	
	 NP_414699 	 WP_003514444 	      119 	    96 	   95 	      106 	    93 	   97 	
	 NP_417223 	 WP_003515589 	      119 	    94 	   90 	      119 	    91 	   94 	
	 YP_026268 	 WP_038489890 	      119 	    92 	   86 	      119 	    87 	   98 	
	 NP_418228 	 WP_003516334 	      119 	    86 	   88 	      119 	    89 	   86 	
	 NP_417671 	 WP_003493488 	      118 	    93 	   99 	      118 	    99 	   93 	
	 NP_414873 	 WP_003514071 	      118 	    90 	   96 	      118 	    95 	   93 	
	 NP_418601 	 WP_003513033 	      117 	    95 	   79 	      117 	    76 	   96 	
	 NP_418095 	 WP_038491104 	      117 	    80 	   63 	      126 	    73 	   92 	
	 NP_416194 	 WP_025592801 	      117 	    95 	   96 	      109 	    88 	   87 	
	 NP_417110 	 WP_038490450 	      117 	    98 	   98 	      117 	    98 	   98 	
	 NP_415097 	 WP_038490592 	      117 	    97 	  101 	      121 	    96 	   97 	
	 NP_415306 	 WP_013635855 	      117 	    97 	   98 	      117 	    97 	   98 	
	 NP_414697 	 WP_038490156 	      117 	    97 	  107 	      107 	    95 	   98 	
	 YP_026247 	 WP_038490234 	      117 	    91 	   96 	      117 	    92 	   91 	
	 NP_414687 	 WP_003512796 	      116 	    79 	   85 	      116 	    86 	   78 	
	 YP_025302 	 WP_038492592 	      116 	    78 	  104 	      124 	    98 	   81 	
	 NP_417040 	 WP_038491686 	      116 	    90 	   93 	      116 	    90 	   91 	
	 NP_416988 	 WP_013635868 	      116 	    84 	   80 	      129 	    84 	   90 	
	 NP_417844 	 WP_038491110 	      116 	    90 	   97 	      116 	    90 	   90 	
	 NP_416966 	 WP_038492648 	      116 	    97 	   99 	      116 	    97 	   96 	
	 NP_417341 	 WP_003515587 	      115 	    80 	   45 	      115 	    45 	   94 	
	 NP_417634 	 WP_003514294 	      115 	   100 	  100 	      115 	   100 	  100 	
	 NP_417429 	 WP_003514751 	      115 	    97 	   98 	      115 	    95 	  106 	
	 NP_417293 	 WP_038489214 	      115 	    80 	   89 	      115 	    88 	   90 	
	 NP_416913 	 WP_038492115 	      115 	    93 	   91 	      115 	    89 	   94 	
	 NP_414592 	 WP_003514932 	      115 	    93 	   89 	      115 	    89 	   92 	
	 NP_416525 	 WP_038492224 	      115 	    98 	   98 	      117 	    97 	  103 	
	 YP_026245 	 WP_003515757 	      115 	    73 	   68 	      115 	    68 	   73 	
	 NP_418155 	 WP_038489309 	      115 	    99 	   99 	      115 	    99 	  104 	
	 NP_417045 	 WP_038495382 	      114 	    89 	   87 	      114 	    83 	   90 	
	 NP_417833 	 WP_010892416 	      114 	    98 	   94 	      114 	    94 	   98 	
	 NP_415027 	 WP_038492405 	      114 	    75 	   73 	      116 	    84 	   87 	
	 NP_416171 	 WP_003516034 	      114 	    95 	   98 	      114 	    98 	   94 	
	 NP_417749 	 WP_003515034 	      114 	    96 	  100 	      114 	   100 	  104 	
	 NP_416343 	 WP_013637008 	      114 	    98 	   91 	      114 	    85 	  100 	
	 NP_414919 	 WP_019565487 	      114 	    43 	   36 	      114 	    36 	   45 	
	 NP_418633 	 WP_038490339 	      113 	    90 	   94 	      113 	    94 	   92 	
	 NP_416051 	 WP_046205693 	      113 	    91 	   86 	      107 	    83 	   90 	
	 NP_418605 	 WP_038491625 	      113 	    95 	   94 	      113 	    95 	   95 	
	 NP_415616 	 WP_003515249 	      113 	    98 	   95 	      113 	    93 	  100 	
	 NP_417652 	 WP_003492686 	      112 	    96 	   92 	      112 	    91 	   96 	
	 NP_418063 	 WP_038491799 	      112 	    95 	   96 	      112 	    95 	   96 	
	 NP_417009 	 WP_038489960 	      112 	    94 	   90 	      124 	    87 	  108 	
	 NP_416344 	 WP_003516467 	      112 	    47 	   74 	      112 	    69 	   48 	
	 NP_418524 	 WP_038489438 	      112 	    98 	   94 	      112 	    95 	   98 	
	 NP_415389 	 WP_046205648 	      112 	    96 	   95 	      122 	    93 	   96 	
	 YP_026266 	 WP_038494412 	      112 	    86 	   95 	      114 	    92 	   88 	
	 NP_416481 	 WP_038491442 	      112 	    84 	   82 	      108 	    76 	   78 	
	 NP_415402 	 WP_003512812 	      112 	    84 	   76 	      112 	    76 	   83 	
	 NP_415020 	 WP_003512071 	      112 	    94 	   90 	      112 	    90 	   94 	
	 YP_026280 	 WP_025592028 	      112 	    68 	   58 	      112 	    59 	   73 	
	 NP_416699 	 WP_013636917 	      111 	    88 	   81 	      113 	    85 	   92 	
	 NP_416658 	 WP_003515674 	      111 	    64 	   69 	      117 	    84 	   79 	
	 NP_418097 	 WP_038489632 	      111 	    90 	   88 	      111 	    88 	   91 	
	 NP_417151 	 WP_003516300 	      111 	    99 	  102 	      111 	    99 	  102 	
	 NP_416370 	 WP_004432116 	      110 	    52 	   36 	      110 	    37 	   54 	
	 NP_416671 	 WP_038491406 	      110 	    98 	  100 	      112 	    99 	  100 	
	 NP_416975 	 WP_013636380 	      110 	    96 	   96 	      110 	    97 	   96 	
	 NP_418518 	 WP_038489421 	      110 	    97 	   90 	      110 	    90 	   99 	
	 NP_417316 	 WP_040132248 	      110 	    91 	   97 	      124 	    94 	   93 	
	 NP_415694 	 WP_003510754 	      109 	    98 	   99 	      115 	    96 	  103 	
	 NP_414590 	 WP_019565314 	      109 	    99 	   94 	      109 	    95 	  104 	
	 NP_417027 	 WP_003516049 	      108 	    94 	   86 	      108 	    84 	   98 	
	 NP_416465 	 WP_038491496 	      108 	    32 	   30 	      108 	    27 	   28 	
	 NP_418529 	 WP_003514479 	      108 	    71 	   85 	      108 	    84 	   76 	
	 NP_415014 	 WP_003514659 	      108 	    97 	   97 	      108 	    96 	   96 	
	 NP_415784 	 WP_003515187 	      108 	    61 	   62 	      108 	    60 	   63 	
	 NP_416327 	 WP_003513539 	      108 	    81 	   73 	       89 	    74 	   81 	
	 NP_417181 	 WP_046205576 	      108 	    60 	   55 	      108 	    54 	   62 	
	 YP_026215 	 WP_003511357 	      108 	    94 	   84 	      108 	    83 	   94 	
	 NP_418752 	 WP_019565173 	      108 	    91 	   93 	      114 	    85 	   88 	
	 NP_417778 	 WP_003516147 	      108 	    96 	   94 	      108 	    94 	   96 	
	 NP_414962 	 WP_038490089 	      107 	    99 	   95 	      112 	    93 	  102 	
	 NP_418809 	 WP_038490445 	      107 	    82 	   82 	      107 	    78 	   87 	
	 NP_417725 	 WP_003513177 	      107 	    65 	   67 	     87.4 	    67 	   67 	
	 NP_415736 	 WP_035251575 	      107 	    73 	   96 	      116 	    97 	   73 	
	 NP_416701 	 WP_003512141 	      107 	    86 	   80 	      107 	    76 	   86 	
	 NP_415102 	 WP_038495327 	      107 	    58 	   62 	      107 	    59 	   58 	
	 NP_414616 	 WP_013636621 	      107 	    95 	   94 	      107 	    93 	  102 	
	 NP_418624 	 WP_003512362 	      106 	    98 	   76 	      106 	    75 	   97 	
	 YP_025310 	 WP_038490486 	      106 	   100 	   96 	      112 	    92 	  109 	
	 NP_415758 	 WP_003515260 	      106 	    90 	   94 	      106 	    93 	   92 	
	 NP_416109 	 WP_046205588 	      106 	    86 	   62 	     90.5 	    56 	   79 	
	 NP_415815 	 WP_003510910 	      106 	    96 	   98 	      106 	    97 	   96 	
	 NP_416697 	 WP_003514945 	      105 	    92 	   95 	      105 	    92 	   96 	
	 NP_416179 	 WP_003512512 	      105 	    87 	   95 	      105 	    93 	   90 	
	 NP_416663 	 WP_019564245 	      105 	    90 	   94 	      116 	    92 	   94 	
	 NP_417242 	 WP_003511865 	      105 	    91 	   90 	      105 	    89 	   93 	
	 NP_417600 	 WP_038492471 	      105 	    93 	   93 	      105 	    92 	   92 	
	 NP_417054 	 WP_013635558 	      105 	    78 	   85 	      113 	    95 	   86 	
	 NP_414568 	 WP_003514769 	      105 	    91 	   92 	      105 	    91 	   91 	
	 NP_414587 	 WP_025594177 	      104 	    83 	   86 	      104 	    85 	   85 	
	 NP_415417 	 WP_038495861 	      104 	    88 	   82 	      104 	    83 	   91 	
	 NP_415838 	 WP_038490816 	      104 	    89 	   89 	      100 	    46 	   46 	
	 NP_418293 	 WP_003515585 	      104 	    90 	   93 	      104 	    92 	   91 	
	 NP_418723 	 WP_038494808 	      104 	    96 	   94 	      104 	    93 	   98 	
	 NP_418171 	 WP_003511821 	      104 	    87 	   85 	      104 	    85 	   88 	
	 NP_416214 	 WP_038490408 	      103 	    86 	   71 	      109 	    58 	   77 	
	 NP_415004 	 WP_003514318 	      103 	    92 	   94 	      103 	    94 	   92 	
	 NP_417898 	 WP_013636501 	      103 	   100 	   92 	      103 	    92 	  100 	
	 NP_415366 	 WP_003516553 	      103 	    90 	   92 	      119 	    91 	   93 	
	 NP_416604 	 WP_013636867 	      102 	    93 	   92 	      102 	    93 	   93 	
	 NP_414584 	 WP_003511321 	      102 	    73 	   75 	      102 	    72 	   74 	
	 NP_414839 	 WP_013761499 	      102 	    98 	   97 	      102 	    96 	  107 	
	 NP_416418 	 WP_038490692 	      102 	    92 	   92 	      111 	    92 	   92 	
	 NP_416218 	 WP_003516369 	      102 	    96 	  103 	      102 	    97 	  102 	
	 NP_415209 	 WP_003514787 	      102 	    81 	   84 	      102 	    84 	   81 	
	 NP_417558 	 WP_003514640 	      102 	    69 	   70 	      102 	    69 	   70 	
	 NP_417104 	 WP_003514756 	      102 	    70 	   67 	      102 	    67 	   72 	
	 NP_417830 	 WP_040132255 	      101 	    74 	   75 	      106 	    86 	   87 	
	 NP_417531 	 WP_003512722 	      101 	    90 	   93 	      120 	    91 	   94 	
	 NP_417150 	 WP_038496221 	      101 	    93 	   84 	      101 	    82 	   93 	
	 NP_418641 	 WP_038492328 	      101 	    67 	   63 	      101 	    62 	   70 	
	 NP_414850 	 WP_038490657 	      101 	    94 	   91 	      101 	    91 	   95 	
	 NP_416449 	 WP_003515095 	      101 	    96 	   92 	      101 	    92 	   96 	
	 NP_417653 	 WP_003516451 	      101 	   100 	   99 	      101 	    99 	  100 	
	 NP_416784 	 WP_003512679 	      100 	    71 	   79 	      100 	    79 	   71 	
	 NP_417403 	 WP_038489301 	      100 	    82 	   95 	      105 	    94 	   84 	
	 NP_418183 	 WP_003514909 	      100 	    92 	   63 	      100 	    60 	   98 	
	 NP_416494 	 WP_004432233 	      100 	    48 	   58 	      100 	    57 	   48 	
	 NP_416227 	 WP_003512530 	      100 	    93 	   82 	      100 	    82 	   92 	
	 NP_416496 	 WP_038491419 	      100 	    96 	   85 	      102 	    84 	  100 	
	 NP_415850 	 WP_003515395 	      100 	    95 	   98 	      100 	    98 	   95 	
	 NP_418413 	 WP_003519347 	     99.4 	    95 	   96 	      100 	    96 	   99 	
	 NP_415584 	 WP_003511814 	     99.4 	    93 	   90 	     99.4 	    89 	   92 	
	 NP_418599 	 WP_003514531 	     99.4 	    99 	   91 	     99.4 	    90 	  101 	
	 NP_416280 	 WP_038489656 	       99 	    26 	   51 	     96.3 	    51 	   26 	
	 NP_416401 	 WP_003513183 	       99 	    82 	   88 	       99 	    88 	   82 	
	 NP_414733 	 WP_019565930 	       99 	    95 	   93 	       99 	    94 	   96 	
	 NP_418067 	 WP_003511229 	     98.6 	    99 	   97 	     98.6 	    98 	   98 	
	 NP_417435 	 WP_003514809 	     98.6 	    90 	   94 	     98.6 	    94 	   92 	
	 NP_415269 	 WP_003511386 	     98.6 	    59 	   57 	      119 	    81 	   90 	
	 NP_417043 	 WP_019566852 	     98.6 	    91 	   96 	      104 	    93 	   93 	
	 NP_414717 	 WP_003512845 	     98.2 	    98 	  104 	      101 	    48 	   49 	
	 NP_417760 	 WP_003516125 	     98.2 	    99 	   94 	     98.2 	    94 	  104 	
	 NP_416550 	 WP_038494603 	     97.8 	    66 	   67 	      101 	    66 	   67 	
	 NP_414963 	 WP_003514416 	     97.4 	    86 	   72 	      112 	    84 	  100 	
	 NP_418480 	 WP_038491704 	     97.4 	    93 	   95 	     97.4 	    95 	   97 	
	 NP_418788 	 WP_038489321 	     97.1 	    76 	   78 	     97.1 	    78 	   77 	
	 NP_416024 	 WP_038497395 	     97.1 	    78 	   88 	     97.1 	    77 	   83 	
	 NP_415166 	 WP_038492811 	     96.7 	    43 	   44 	     96.7 	    44 	   44 	
	 NP_414921 	 WP_003512976 	     96.3 	    97 	   98 	     96.3 	    96 	   98 	
	 NP_417086 	 WP_003513201 	     96.3 	    97 	   87 	     96.3 	    84 	  103 	
	 YP_026265 	 WP_038491400 	     95.9 	    91 	   89 	     98.6 	    94 	   97 	
	 NP_417721 	 WP_003512759 	     95.9 	   100 	   96 	      115 	    96 	  100 	
	 NP_418290 	 WP_019566553 	     95.9 	    93 	   99 	     94.4 	    95 	   95 	
	 NP_415432 	 WP_003493505 	     95.9 	    97 	   91 	     95.9 	    91 	   96 	
	 NP_414978 	 WP_003510940 	     95.5 	    94 	   92 	      103 	    91 	   94 	
	 NP_415649 	 WP_025593893 	     95.5 	    71 	   80 	     95.5 	    75 	   76 	
	 NP_417284 	 WP_003513061 	     95.5 	   100 	  100 	     95.5 	    98 	  107 	
	 NP_415264 	 WP_038494225 	     95.1 	    94 	   88 	     95.1 	    87 	   96 	
	 NP_415404 	 WP_003493814 	     95.1 	    97 	   97 	     95.1 	    97 	   97 	
	 NP_416886 	 WP_038494675 	     95.1 	    71 	   68 	      112 	    67 	   74 	
	 NP_415192 	 WP_038489675 	     95.1 	    74 	   69 	       99 	    70 	   75 	
	 NP_415772 	 WP_019564584 	     94.7 	    76 	   71 	     95.1 	    68 	   77 	
	 NP_416558 	 WP_038493566 	     94.4 	    89 	   80 	      116 	    80 	   89 	
	 NP_415075 	 WP_038491907 	     94.4 	    93 	   89 	     94.4 	    89 	   92 	
	 NP_417295 	 WP_003514834 	       94 	    63 	   98 	       94 	    96 	   65 	
	 NP_417661 	 WP_038491139 	       94 	    80 	   53 	       94 	    53 	   79 	
	 NP_416590 	 WP_038496734 	     93.6 	    92 	   98 	     93.6 	    96 	   95 	
	 NP_417109 	 WP_003512897 	     93.2 	    91 	   98 	     93.2 	    98 	   93 	
	 NP_415770 	 WP_003516625 	     93.2 	    84 	   69 	     93.2 	    69 	   84 	
	 NP_416375 	 WP_003511397 	     93.2 	    99 	   99 	     98.2 	    98 	  100 	
	 YP_026252 	 WP_038492688 	     93.2 	    60 	   61 	     94.4 	    58 	   68 	
	 NP_417922 	 WP_004432183 	     92.8 	    74 	   82 	     92.8 	    82 	   76 	
	 NP_417774 	 WP_003495184 	     92.8 	    98 	   83 	     92.8 	    84 	   98 	
	 YP_026264 	 WP_003516732 	     92.4 	    93 	   92 	     92.4 	    91 	   95 	
	 NP_415170 	 WP_029658815 	     92.4 	    91 	   66 	     92.4 	    67 	   91 	
	 NP_416168 	 WP_003515949 	     91.7 	    93 	   90 	     91.7 	    87 	   97 	
	 NP_415612 	 WP_003502080 	     91.7 	   100 	  100 	     91.7 	   100 	  100 	
	 NP_415177 	 WP_038492682 	     91.7 	    94 	   12 	     91.3 	    13 	   48 	
	 NP_415501 	 WP_004431729 	     91.7 	    49 	   47 	     90.5 	    47 	   51 	
	 NP_415177 	 WP_038492682 	     91.7 	    94 	   12 	     91.3 	    13 	   47 	
	 NP_416698 	 WP_025592862 	     91.3 	    29 	   66 	     85.5 	    71 	   32 	
	 NP_415503 	 WP_004431465 	     91.3 	    73 	   78 	     91.3 	    77 	   77 	
	 NP_418337 	 WP_003511206 	     91.3 	    98 	   95 	     91.3 	    95 	   98 	
	 NP_417906 	 WP_003511279 	     91.3 	    95 	   99 	     91.3 	    94 	   97 	
	 NP_415503 	 WP_013761539 	     91.3 	    77 	   79 	     90.9 	    78 	   83 	
	 NP_418589 	 WP_038489246 	     91.3 	    91 	   29 	     91.3 	    29 	   95 	
	 NP_417703 	 WP_003516723 	     90.5 	    68 	   71 	     92.4 	    88 	   94 	
	 NP_416323 	 WP_003513295 	     90.5 	   100 	  101 	     90.5 	   100 	  100 	
	 NP_418814 	 WP_003513184 	     90.5 	    86 	   84 	     90.1 	    80 	   87 	
	 NP_415418 	 WP_038490614 	     90.1 	    87 	   79 	     94.7 	    79 	   88 	
	 NP_418242 	 WP_034502051 	     90.1 	    77 	   70 	     90.1 	    69 	   75 	
	 NP_416273 	 WP_003511235 	     89.7 	    89 	   90 	     89.7 	    89 	   91 	
	 NP_418182 	 WP_003514911 	     89.7 	    62 	   42 	     95.1 	    49 	   72 	
	 NP_417763 	 WP_003516127 	     89.4 	    98 	   97 	     80.9 	    80 	   82 	
	 NP_416279 	 WP_038491270 	     89.4 	    87 	   84 	       99 	    84 	   89 	
	 NP_418272 	 WP_003517687 	     89.4 	    78 	   83 	     89.4 	    83 	   79 	
	 NP_417766 	 WP_003495202 	       89 	   100 	  100 	       89 	   100 	  100 	
	 NP_415309 	 WP_019565412 	       89 	    79 	   85 	     80.9 	    82 	   83 	
	 NP_418566 	 WP_003494080 	     88.6 	    97 	   95 	     88.6 	    95 	   96 	
	 NP_416199 	 WP_003515971 	     88.6 	    84 	   79 	     88.6 	    80 	   84 	
	 NP_417307 	 WP_038492530 	     88.6 	    78 	   97 	     88.6 	    96 	   85 	
	 NP_415629 	 WP_046205569 	     88.2 	    93 	   86 	     93.2 	    84 	   94 	
	 NP_418525 	 WP_038489441 	     88.2 	    96 	   94 	     88.2 	    94 	   96 	
	 NP_418072 	 WP_004431734 	     88.2 	    65 	   70 	     88.2 	    69 	   67 	
	 NP_415110 	 WP_038494998 	     87.8 	    92 	   99 	     87.8 	    92 	   95 	
	 NP_417245 	 WP_003510937 	     87.8 	    93 	   94 	     87.8 	    95 	   92 	
	 NP_418294 	 WP_003515582 	     87.4 	    94 	   94 	     87.4 	    92 	  101 	
	 NP_414645 	 WP_038489206 	       87 	    91 	   96 	       82 	    95 	   94 	
	 NP_416193 	 WP_038491933 	       87 	    41 	   67 	       87 	    66 	   41 	
	 NP_418048 	 WP_038495785 	       87 	    57 	   71 	     73.6 	    63 	   61 	
	 NP_416757 	 WP_038491769 	       87 	    68 	   80 	     96.3 	    80 	   70 	
	 NP_417639 	 WP_003514299 	     86.7 	    80 	   61 	       87 	    61 	   80 	
	 NP_418712 	 WP_038496525 	     86.7 	    60 	   56 	     86.3 	    56 	   60 	
	 NP_418412 	 WP_003519348 	     86.7 	    96 	   98 	     86.7 	    98 	  102 	
	 NP_414997 	 WP_038497045 	     86.7 	    93 	  101 	     86.7 	    98 	   93 	
	 NP_414698 	 WP_003515615 	     86.7 	    93 	   96 	     86.7 	    95 	   92 	
	 NP_417058 	 WP_003512241 	     86.7 	    98 	   95 	     86.7 	    96 	  101 	
	 NP_417768 	 WP_003516133 	     86.3 	    96 	   99 	     86.3 	    96 	   97 	
	 NP_415805 	 WP_038492745 	     86.3 	    85 	  100 	     86.3 	   100 	   87 	
	 NP_417432 	 WP_038494287 	     85.5 	    93 	  104 	     93.6 	    72 	   70 	
	 NP_417461 	 WP_004431194 	     85.5 	    77 	   71 	      103 	    92 	   44 	
	 NP_416123 	 WP_003512437 	     85.5 	    98 	   91 	     85.5 	    91 	  100 	
	 NP_417528 	 WP_038491810 	     85.5 	    53 	   55 	     85.5 	    54 	   56 	
	 NP_416788 	 WP_038495443 	     85.1 	    91 	   94 	     85.1 	    93 	   90 	
	 NP_415592 	 WP_003515081 	     85.1 	    93 	   92 	     85.1 	    90 	   95 	
	 NP_418315 	 WP_035200637 	     85.1 	    71 	   72 	     85.1 	    72 	   76 	
	 NP_417950 	 WP_004431194 	     85.1 	    71 	   70 	      103 	    91 	   43 	
	 NP_416479 	 WP_003513673 	     84.7 	    80 	   97 	     84.7 	    97 	   83 	
	 NP_415058 	 WP_003515547 	     84.7 	    83 	   86 	     84.7 	    82 	   89 	
	 NP_414795 	 WP_013636680 	     84.3 	    93 	  103 	     84.3 	    95 	  101 	
	 NP_417387 	 WP_003511404 	     84.3 	    96 	   91 	     84.3 	    88 	   96 	
	 NP_417872 	 WP_003511230 	     84.3 	    90 	   86 	     90.1 	    84 	  100 	
